,country,year,kind,title,sid
29657,Japan,2022,Drama Special,"Petto ni do Hamari Shite, Kaisha Yamemashita",44919
29658,Japan,2003,Movie,"Sayonara, Kuro",19310
29659,Japan,2008,Movie,Shakariki!,3501
29661,Japan,2008,Drama,Vacation,28259
29662,Japan,2022,Drama,Zenryoku! Cleaners,46328
29663,Japan,2017,Drama,Club SLAZY Extra invitation - Malachite,19380
29665,Japan,2012,Drama Special,Stand Up! Vanguard,4364
29666,Japan,2008,Movie,Sundome 2,5490
29668,Japan,2018,Movie,Omotenashi: The Ceremony,20339
29669,Japan,2000,Movie,Love/Juice,8720
29685,Japan,2011,Drama Special,Bokura Hoshikuzu no Dance,7271
29686,Japan,2016,Drama Special,Edogawa Ranpo Short Stories I: 1925-nen no Akechi Kogoro,14002
29687,Japan,2016,Drama Special,Edogawa Ranpo Short Stories II: Ayashii Ai no Monogatari,15929
29690,Japan,1995,Drama,Ie Naki Ko 2,10766
29701,Japan,1987,Movie,Koibitotachi no Jikoku,29590
29772,Japan,1980,Drama,3 nen B gumi Kinpachi Sensei Season 2,4552
29773,Japan,1988,Drama,3 nen B gumi Kinpachi Sensei Season 3,5670
29774,Japan,1979,Drama,3-nen B-gumi Kinpachi Sensei,4467
29775,Japan,2014,Drama Special,Hissatsu Shigotonin 2014 Special,9805
29776,Japan,2006,Drama,Primadam,5066
29808,Japan,2016,Drama,Love Love Alien,14624
29809,Japan,2019,Drama,Aloha Sommelier,30903
29810,Japan,2020,Drama Special,Boukyaku no Sachiko: New Years Special,30498
29811,Japan,2018,Drama,Chase Season 2,24547
29812,Japan,2019,Drama,Grand Maison Tokyo: Hirako Shohei no Yureru Omoi,32128
29813,Japan,2015,Drama Special,Jouryuu Kaikyuu - Fukumaru Hyakkaten Gaishoubu,11143
29814,Japan,2018,Drama,Kongai Renai ni Nita Mono,22445
29815,Japan,2020,Drama,L Reika no Shinjitsu,33626
29816,Japan,2019,Drama,Miss Jikocho,27754
29817,Japan,2020,Drama,Oshaie Sommelier Oshako!,33784
29818,Japan,2020,Drama,President Nozaki Shuhei,30447
29819,Japan,2020,Drama,Silent Voice Season 2,31903
29820,Japan,2015,Movie,Tokyo PR Woman,11496
29828,Japan,2018,Movie,Yassadaru Man,21311
29833,Japan,2017,TV Show,Caligula,45528
29834,Japan,2018,TV Show,NogiBingo! 10,23345
29839,Japan,1951,TV Show,Kouhaku Uta Gassen,19670
29843,Japan,2013,Drama,Houkago Groove,6413
29844,Japan,2007,Drama,Mahou Sensei Negima!,6863
29849,Japan,2005,Movie,Henshin,4637
29850,Japan,1975,Drama,Akumaizer 3,7493
29851,Japan,1996,Drama,B-Fighter Kabuto,8063
29852,Japan,1997,Drama,B-Robo Kabutack,8064
29853,Japan,1976,Drama,Battle Hawk,14937
29854,Japan,1977,TV Show,DAITETSUJIN 17,38061
29855,Japan,1974,Movie,Evil of Dracula,9425
29856,Japan,1967,Movie,Gappa: The Triphibian Monster,4798
29857,Japan,1967,Drama,Giant Robo,8469
29858,Japan,1994,Drama,Heisei Ultraseven,36879
29859,Japan,1971,Movie,Lake of Dracula,9429
29860,Japan,1997,Movie,Peking Man,24651
29861,Japan,1974,Movie,Prophecies of Nostradamus,11718
29862,Japan,1973,Drama,Robot Detective,8105
29863,Japan,1975,Drama,Seigi no Symbol: Condorman,21590
29864,Japan,1998,Drama,Tetsuwan Tantei Robotack,8065
29865,Japan,1976,Drama,The Kagestar,40339
29866,Japan,1961,Movie,The Last War,14554
29867,Japan,1976,Drama,Uchuu Tetsujin Kyodain,19941
29914,Japan,2000,Movie,Colorful,29328
29917,Japan,2008,Movie,Sushi King Goes to New York,5543
29924,Japan,2018,Movie,Legend of AKB48 – New Chapter,41846
29925,Japan,2019,TV Show,SKEBINGO! Gachi de Oshibai Yarasete Itadakimasu!,25193
29935,Japan,2018,Movie,Under One Umbrella,21085
29940,Japan,1947,Movie,A Ball at the Anjo House,12497
29941,Japan,2003,Drama,Aisuru Tame ni Aisaretai,28516
29942,Japan,2014,Drama,Binta!,10044
29945,Japan,1959,Movie,Daigo Fukuryuu Maru,28928
29946,Japan,1973,Drama,Demon Hunter Mitsurugi,14958
29947,Japan,2009,Movie,Elite Yankee Saburo: The Movie,9990
29948,Japan,2020,Drama,Ginza Kuroneko Monogatari,33730
29949,Japan,2022,Drama,Hikikomori Sensei Season 2,49093
29950,Japan,2023,Drama,"Isekai Izakaya ""Nobu"" Season 3",48376
29951,Japan,2007,Drama Special,Kaikyo,11572
29952,Japan,2001,Drama,Maria,9602
29953,Japan,2022,Drama Special,Nanba MG5: Zenkai Baribaride Yoroshiku! Hen,47041
29954,Japan,2011,Movie,No Man's Zone,4947
29956,Japan,2012,Drama,Platinum Town,4447
29957,Japan,2018,Movie,Red Blade,24304
29958,Japan,2004,Drama,Sasori,14689
29959,Japan,2001,Drama,"Sayonara, Ozu Sensei",7742
29960,Japan,1995,Drama,Shonan Junai-gumi!,30628
29961,Japan,1997,Drama,Souri to Yobanaide,4428
29962,Japan,1985,Drama,"Takeshi Kun, Hai!",38850
29963,Japan,1969,Movie,The Desert Archipelago,32763
29964,Japan,2006,Movie,The Lawyer: Hajima Hideki,23976
29968,Japan,2012,Movie,Yukuharu,35705
29969,Japan,1986,Drama,"Zoku Takeshi Kun, Hai!",45282
29971,Japan,2008,Drama,Kankyou Chojin Ecogainder,16089
29973,Japan,2016,Drama,Lily Girl,18611
29974,Japan,2013,Movie,MMA Zen,39845
29979,Japan,1997,Movie,A Yakuza in Love,19374
29980,Japan,2022,Drama,Akujo no Subete,47441
29981,Japan,2016,Movie,Colonel Panics,45971
29982,Japan,2022,Drama,Convenience Store Heroes,49057
29983,Japan,2021,Drama,Daifugou Doushin 2,40056
29984,Japan,2017,Drama,FACE - Cyber Hanzai Tokusouhan,17647
29985,Japan,2003,Movie,Fukumimi,40978
29986,Japan,2015,Movie,Gamushara,28818
29987,Japan,1999,Drama,Genroku Ryoran,6581
29988,Japan,2021,Drama,Girl Gaku: Garuzugaden,41766
29989,Japan,2021,Drama,Grappler Baki wa BL dewa nai ka to Kangaetsuzuketa Otome no Kirokutsutsu,41446
29990,Japan,2002,Drama,Home & Away,7153
29991,Japan,2019,Movie,Iron Girl: Final Wars,44135
29992,Japan,2016,Drama,Iya na Onna,12589
29993,Japan,2022,Drama,Kaden Samurai,45973
29994,Japan,2021,Drama,Kanojo no Ura Sekai: Toshiro Side,40248
29995,Japan,2017,Movie,Kara no Aji,18597
29996,Japan,2022,Drama,Kondo Umaretara,46733
29997,Japan,2007,Drama,Konshu Tsuma ga Uwaki Shimasu,6055
29998,Japan,2018,Movie,Namae no nai Onnatachi: Usotsuki Onna,20332
29999,Japan,2018,Drama,Nuke Mairu - Onna 3-nin Ise Mairi,23757
30000,Japan,2020,Drama,Oedo Mononoke Monogatari,32098
30001,Japan,2022,Drama,Ooka Echizen Season 6,47083
30002,Japan,2021,Drama,Rika: Reverse,39752
30003,Japan,2022,Drama,Shibuya Sensei ga Daitai Oshietekureru,46418
30004,Japan,2020,Movie,Stolen,42628
30005,Japan,1983,Drama,Tokugawa Ieyasu,22358
30006,Japan,1998,Drama,Tokugawa Yoshinobu,18443
30007,Japan,2021,Drama,"Tokyo, Aidano, Koidano",43388
30008,Japan,2012,Drama,Toranaide Kudasai!! Gravure Idol Ura Monogatari,49678
30009,Japan,2023,Drama,Tsuiraku JK to Haijin Kyoshi,50317
30010,Japan,2018,Movie,Up to You,33817
30011,Japan,2022,Drama,Wagemon: Nagasaki Tsuyaku Ibun,44142
30012,Japan,2022,Drama,Yodaremon Kazoku,46810
30013,Japan,1956,Movie,Yotsuya Kaidan,29988
30014,Japan,1992,Drama,Zutto Anata ga Sukidatta,6767
30015,Japan,2022,Drama,"Anata no Butsu ga, Koko ni",46853
30016,Japan,2023,Drama Special,Brush Up Life Another Story,50297
30017,Japan,2015,Movie,Find,29580
30018,Japan,2017,Movie,From Bottom of the Vortex,29683
30019,Japan,1996,Drama,Furuhata Ninzaburo Season 2,11067
30020,Japan,2016,Drama Special,Hikoukigumo,14560
30021,Japan,2020,Drama,Home Sweet Tokyo Season 4,38422
30022,Japan,2022,Drama Special,"Moshimo, Kono Kimochi wo Koi to Yobunara….",48514
30023,Japan,2018,Movie,Orphans' Blues,34377
30024,Japan,2013,Movie,Screaming Class,5629
30025,Japan,2011,Drama Special,Shin Anata no Siranai Sekai,8005
30026,Japan,2011,Movie,The Warped Forest,24620
30030,Japan,2023,Movie,We Make Antiques! 3,47987
30033,Japan,2023,Drama,Liaison: Kodomo no Kokoro Shinryosho,49644
30037,Japan,1999,Drama,Nekketsu Ren'ai-do,23503
30038,Japan,2019,Movie,Ranhansha,27446
30039,Japan,2017,Drama,Teiichi no Kuni - Gakuseigai no Kissaten,17171
30047,Japan,2008,Movie,God's Puzzle,20312
30048,Japan,2014,Movie,Last Life,10170
30050,Japan,2014,Drama Special,Toi Yakusoku,10052
30053,Japan,2021,Movie,It's A Flickering Life,31326
30054,Japan,2018,Drama Special,Kimi no Boseki wo Tate ni Ikou,33595
30055,Japan,2021,Drama,Kinnikuman: The Lost Legend,41739
30057,Japan,2020,Drama,Papa ga Mo Ichido Koi wo Shita,31422
30058,Japan,2020,Drama Special,Pinboke no Kazoku,28140
30059,Japan,2010,Drama,Kankyou Chojin Ecogainder II,16098
30060,Japan,2012,Drama,Kankyou Chojin Ecogainder OX,16102
30061,Japan,1994,Movie,Toei Hiro Daishugo,9386
30063,Japan,2008,Movie,Mr. Tadano's Secret Mission: From Japan With Love,5646
30065,Japan,1955,Movie,A Bloody Spear on Mount Fuji,13957
30066,Japan,1949,Movie,A Broken Drum,26735
30067,Japan,1956,Movie,"A Cat, Two Women, and One Man",40729
30068,Japan,1965,Movie,A Fugitive from the Past,14661
30069,Japan,1955,Movie,A Hole of My Own Making,34222
30070,Japan,1995,Movie,A Last Note,10120
30071,Japan,2001,Movie,A Single Drop of Water in a Mighty River,28804
30072,Japan,1964,Movie,A Story From Echigo,9537
30073,Japan,1945,Movie,A Tale of Archery at the Sanjusangendo,29003
30074,Japan,1948,Movie,A Woman in the Typhoon Area,36166
30075,Japan,1963,Movie,A Woman's Life,32882
30076,Japan,2001,Movie,A2,28081
30078,Japan,2000,Drama,Ai wo Kudasai,3856
30079,Japan,1966,Movie,Aiyoku,35065
30080,Japan,2008,Movie,All Around Us,7384
30081,Japan,1953,Movie,An Inlet Of Muddy Water,28059
30082,Japan,1956,Movie,Anata Kaimasu,12672
30083,Japan,2019,Movie,Another World,20323
30084,Japan,1958,Movie,Anzukko,33378
30085,Japan,1961,Movie,As the Clouds Scatter,33932
30086,Japan,1971,Movie,Asobi,16528
30087,Japan,2003,Movie,Asura no Gotoku,28782
30088,Japan,1960,Movie,Autumn Has Already Started,14561
30089,Japan,1937,Movie,Avalanche,35518
30090,Japan,2003,Movie,Baka no Hakobune,30672
30091,Japan,1963,Movie,Bamboo Doll of Echizen,34861
30092,Japan,1976,Movie,Barefoot Gen,28000
30093,Japan,1950,Movie,Battle of Roses,16436
30094,Japan,1957,Movie,"Be Happy, These Two Lovers",29937
30095,Japan,1965,Movie,Beast Alley,43875
30096,Japan,1977,Movie,Beast in the Shadows,28068
30097,Japan,1969,Movie,Black Rose Mansion,22665
30098,Japan,1949,Movie,Blue Mountain Range,23167
30099,Japan,1946,Movie,Both You and I,40181
30100,Japan,1951,Movie,Boyhood,33166
30101,Japan,1956,Movie,Bridge of Japan,31384
30102,Japan,1970,Movie,Buraikan,7884
30103,Japan,1955,Movie,Burden of Love,32241
30104,Japan,1951,Movie,Carmen Comes Home,11523
30105,Japan,1952,Movie,Carmen Falls In Love,28482
30106,Japan,1959,Movie,Chikamatsu's Love in Osaka,9538
30107,Japan,1990,Movie,Childhood Days,40224
30108,Japan,2001,Movie,Chong,27709
30109,Japan,1966,Movie,Come Marry Me,38873
30110,Japan,1950,Movie,Conduct Report on Professor Ishinaka,22965
30111,Japan,1971,Movie,Confessions Among Actresses,29780
30112,Japan,1975,Movie,Cops vs. Thugs,11834
30113,Japan,1956,Movie,Crossroad,26552
30114,Japan,1957,Movie,Dancing Girl,45668
30115,Japan,1993,Drama,Dare Ni Mo Ienai,29174
30116,Japan,1960,Movie,"Daughters, Wives and a Mother",13729
30117,Japan,1986,Movie,Death Powder,40386
30118,Japan,1983,Movie,Detective Story,36820
30119,Japan,1969,Movie,Devil's Temple,33447
30120,Japan,1960,Movie,Devotion to Railway,41371
30121,Japan,1962,Movie,Diary of a Mad Old Man,22116
30123,Japan,1951,Movie,Dispersed Clouds,33944
30124,Japan,1977,Movie,Doberman Cop,8809
30125,Japan,2002,Movie,Doing Time,2133
30128,Japan,1970,Movie,Duel at Fort Ezo,39598
30129,Japan,1979,Movie,"Eighteen Years, to the Sea",38854
30130,Japan,1957,Movie,Elegy of the North,39207
30131,Japan,1967,Movie,Embrace Me At Sunset,28603
30133,Japan,1953,Movie,Entotsu no Mieru Basho,28329
30134,Japan,1969,Movie,Eros + Massacre,9412
30135,Japan,1963,Movie,Escape from Hell,37116
30136,Japan,1960,Movie,Evening Stream,36692
30137,Japan,2005,Movie,Executive Koala,11410
30138,Japan,1982,Movie,Fall Guy,11149
30139,Japan,1985,Movie,Family Without a Dinner Table,33627
30140,Japan,1989,Movie,Fancy Dance,17180
30141,Japan,1959,Movie,Farewell to Spring,35131
30142,Japan,1956,Movie,Father is Great,26550
30143,Japan,1985,Movie,Fire Festival,14675
30144,Japan,1984,Movie,Fireflies in the North,34350
30145,Japan,1951,Movie,Fireworks Over the Sea,34278
30146,Japan,1935,Movie,Five Men in a Circus,42193
30147,Japan,1956,Movie,Flowing,9183
30148,Japan,1937,Movie,Forget Love for Now,28573
30149,Japan,1962,Movie,Four Sisters,36660
30150,Japan,1988,Movie,Free and Easy,3932
30151,Japan,1966,Movie,Freezing Point,19499
30152,Japan,1980,Movie,Furueru Shita,27378
30153,Japan,1960,Movie,Get 'em All,47214
30154,Japan,1951,Movie,Ginza Cosmetics,9132
30155,Japan,1982,Movie,Giwaku,17964
30156,Japan,1966,Movie,Glorious Fights,40449
30157,Japan,2001,Movie,Gore From Outer Space,29032
30158,Japan,2019,Drama Special,Haha Kaeru - AI no Yuigon,24635
30159,Japan,1935,Movie,Hanamuko no Negoto,28474
30160,Japan,1972,Movie,Hanzo The Razor,6487
30161,Japan,1973,Movie,Hanzo The Razor II: The Snare,6488
30162,Japan,2010,Movie,Haru’s Journey,7024
30163,Japan,2001,Movie,Hazy Life,50202
30164,Japan,2010,Movie,Heaven's Story,2015
30165,Japan,1949,Movie,Here's to the Young Lady,15471
30166,Japan,1966,Movie,Hit and Run,15549
30167,Japan,1951,Movie,Home Sweet Home,28999
30168,Japan,1952,Movie,Honjitsu Kyushin,35255
30169,Japan,1968,Movie,Hymn to a Tired Man,36088
30171,Japan,1950,Movie,Ikari no Machi,32916
30172,Japan,1961,Movie,Immortal Love,9231
30173,Japan,1971,Movie,In Search of the Unreturned Soldiers in Malaysia,45223
30174,Japan,1971,Movie,In Search of the Unreturned Soldiers in Thailand,45217
30175,Japan,1971,Movie,Inn of Evil,9912
30176,Japan,1951,Movie,Inochi Uruwashi,36011
30177,Japan,1974,Movie,It Was a Faint Dream,30926
30178,Japan,1958,Movie,Iwashigumo,33234
30179,Japan,1969,Movie,Jigokuhen,7875
30180,Japan,1972,Movie,Journey Into Solitude,28252
30181,Japan,2010,Drama,Kaidan - Horror Classics,20150
30182,Japan,1999,Drama,Kanojotachi no Jidai,4954
30183,Japan,1955,Movie,Keisatsu Nikki,30757
30184,Japan,1933,Movie,Keisatsukan,40596
30185,Japan,1964,Movie,Ken,49106
30186,Japan,1959,Movie,Kiku to Isamu,16135
30187,Japan,1968,Movie,Kill!,6182
30188,Japan,1994,Drama,Kimi to Ita Natsu ,4992
30189,Japan,1998,Drama,Kira Kira Hikaru,7433
30190,Japan,1960,Movie,Knock Down,31377
30191,Japan,2003,Drama,Koi wa Tatakai!,6433
30192,Japan,2001,Movie,Koko ni irukoto,16411
30193,Japan,1958,Movie,Kono Ten no Niji,29938
30194,Japan,1959,Movie,Kotan no Kuchibue,33054
30195,Japan,1957,Movie,Kuroi Kawa,6429
30196,Japan,1982,Drama,Kurokawa no Techo,48663
30197,Japan,1954,Movie,Late Chrysanthemums,5709
30198,Japan,1937,Movie,Learn from Experience Part I,28575
30199,Japan,1937,Movie,Learn from Experience Part II,28571
30202,Japan,1982,Movie,Lovers Lost,36674
30203,Japan,1992,Movie,Luminous Moss,14647
30204,Japan,1999,Movie,M/Other,13959
30205,Japan,1961,Movie,Machi,45744
30206,Japan,1951,Movie,Maihime,33071
30207,Japan,1936,Movie,Man of the House,26576
30208,Japan,1957,Movie,Manin Densha,31383
30209,Japan,1935,Movie,Maria no Oyuki,41488
30211,Japan,2020,Movie,Me and the Cult Leader,39694
30212,Japan,2020,Movie,Mishima: The Last Debate,37527
30213,Japan,1957,Movie,Misstepping of Virtue,26596
30214,Japan,1980,Movie,"Mister, Missus, Miss Lonely",19220
30215,Japan,1963,Movie,Miyamoto Musashi: Birth of Two Sword Style,30210
30216,Japan,1965,Movie,Miyamoto Musashi: Duel at Ganryu Island,30179
30217,Japan,1962,Movie,Miyamoto Musashi: Showdown at Hannyazaka Heights,30211
30218,Japan,1971,Movie,Miyamoto Musashi: Swords of Death,39867
30219,Japan,1964,Movie,Miyamoto Musashi: The Duel at Ichijo Temple,30195
30220,Japan,1990,Movie,Monster Heaven: Ghost Hero,38150
30221,Japan,1942,Movie,Mother Never Dies,17701
30222,Japan,1977,Movie,Mount Hakkoda,26011
30223,Japan,1953,Movie,Mr. Pu,50320
30224,Japan,1934,Movie,My Elder Brother,28441
30225,Japan,1991,Movie,My Sons,18290
30226,Japan,1991,Movie,My Soul is Slashed,16205
30227,Japan,1953,Movie,My Wonderful Yellow Car,25269
30228,Japan,1964,Movie,Narazumono,43169
30229,Japan,1978,Movie,Never Give Up,36821
30230,Japan,1958,Movie,Night Drum,34236
30231,Japan,1959,Movie,Niguruma no Uta,35095
30232,Japan,2021,Drama,Nile Perch no Joshikai,37841
30233,Japan,1973,Movie,Nippon Kyokaden–Dai Ichibu No Azami/Dai Nibu Aoi Botan,46094
30234,Japan,1932,Movie,No Blood Relation,15135
30235,Japan,1964,Movie,"Oh, Bomb!",13979
30236,Japan,1979,Movie,Oh! The Nomugi Pass,28085
30237,Japan,1952,Movie,Okuni and Gohei,40952
30238,Japan,1948,Movie,Omokage,26746
30239,Japan,1947,Movie,Once More,26745
30240,Japan,1958,Movie,Onna de aru Koto,42826
30241,Japan,1962,Movie,Onna no Za,12978
30242,Japan,1994,Movie,Onna Zakari,43780
30243,Japan,1941,Movie,Otoko no Hanamichi,26390
30244,Japan,2012,Movie,Our Homeland,2932
30245,Japan,1956,Movie,Our Town,32239
30246,Japan,1973,Movie,Outlaw-Matsu Returns Home,49079
30247,Japan,2017,Movie,Passage of Life,34962
30248,Japan,2008,Movie,Passion,26274
30252,Japan,2008,Movie,Pussy Soup,20419
30254,Japan,1964,Movie,Revenge,30697
30255,Japan,1956,Movie,River of the Night,43753
30256,Japan,1964,Movie,Roadside Stone,26761
30257,Japan,1961,Movie,"Run, Genta, Run!",38760
30258,Japan,2014,Movie,Sad Tea,9426
30259,Japan,1981,Movie,Samurai Reincarnation,5747
30260,Japan,2014,Movie,Seven Weeks,19357
30261,Japan,2019,Movie,Shiba Park,25956
30262,Japan,1975,Movie,Shikingen Godatsu,36637
30263,Japan,1992,Drama,Shinai Naru Mono e,35651
30264,Japan,1966,Movie,Shokei no Shima,15604
30265,Japan,1954,Movie,Somewhere Beneath the Wide Sky,13157
30266,Japan,1980,Movie,Sound of the Tides,28892
30267,Japan,2018,Movie,Spiritual Bolsheviki,19020
30268,Japan,1960,Movie,Spring Dreams,16444
30269,Japan,1958,Movie,Stakeout,33264
30270,Japan,1957,Movie,Stepbrothers,26375
30271,Japan,1962,Movie,Stolen Pleasure,31609
30272,Japan,1998,Drama,Tabloid ,5723
30273,Japan,2023,Drama Special,Taiga Dorama ga Umareta Hi,48217
30274,Japan,1955,Movie,Takekurabe,28979
30275,Japan,1965,Movie,Tale of Japanese Burglars,35242
30276,Japan,1955,Movie,Tales of Ginza,31613
30277,Japan,1944,Movie,Tanoshiki Kana Jinsei,28994
30278,Japan,1948,Movie,Temptation,36887
30279,Japan,2019,Movie,Tezuka's Barbara,24023
30280,Japan,1967,Movie,The Age of Assassins,6460
30281,Japan,2016,Movie,The Artist of Fasting,20143
30282,Japan,2021,Movie,The Asian Angel,34014
30283,Japan,2018,Movie,The Bastard and the Beautiful World,21880
30284,Japan,1962,Movie,The Black Test Car,12137
30285,Japan,1983,Movie,The Catch,20640
30286,Japan,2021,Drama Special,The Center Lane,48029
30288,Japan,1950,Movie,The City of Violence,22968
30289,Japan,1984,Movie,The Crazy Family,19362
30290,Japan,1978,Movie,The Demon,24361
30291,Japan,1946,Movie,The Descendants of Taro Urashima,26572
30292,Japan,1957,Movie,The Eagle and the Hawk,26372
30293,Japan,1963,Movie,The Elegant Life of Mr. Everyman,10849
30294,Japan,1955,Movie,The Eternal Breasts,33382
30295,Japan,1960,Movie,The False Student,33682
30296,Japan,1935,Movie,The Girl in the Rumor,31044
30297,Japan,1951,Movie,The Good Fairy,33538
30298,Japan,1957,Movie,The Hole,31382
30299,Japan,1965,Movie,The Hoodlum Soldier,49537
30300,Japan,1962,Movie,The Inheritance,7845
30301,Japan,2006,Movie,The Kon Ichikawa Story,2285
30302,Japan,1993,Movie,The Last Dance,6936
30304,Japan,1972,Movie,The Long Darkness,33778
30305,Japan,1977,Movie,The Love and Adventure of Kuroki Taro,35184
30306,Japan,1968,Movie,The Man Without A Map,12797
30307,Japan,1960,Movie,The Master Spearman,20675
30308,Japan,1959,Movie,The Most Valuable Wife,31381
30309,Japan,1950,Movie,The Munekata Sisters,9418
30310,Japan,1999,Movie,The New God,45576
30311,Japan,1958,Movie,The Outsiders,39164
30312,Japan,1973,Movie,The Petrified Forest,33393
30313,Japan,1955,Movie,The Policeman's Diary Part 2,26551
30314,Japan,1962,Movie,The Proud Challenge,44253
30315,Japan,2004,Drama Special,The Reason,17339
30316,Japan,1997,Movie,The Rotting Woman,50011
30317,Japan,2006,Movie,The Rug Cop,27970
30318,Japan,1955,Movie,The Samurai of Edo,45443
30319,Japan,1964,Movie,The Scent of Incense,38714
30321,Japan,1964,Movie,The Shape of Night,29952
30322,Japan,1957,Movie,The Snow Country,9177
30323,Japan,1959,Movie,The Snow Flurry,43956
30324,Japan,1943,Movie,The Song Lantern,38777
30325,Japan,1966,Movie,The Stranger Within a Woman,16252
30326,Japan,1961,Movie,The Strangers Upstairs,22115
30327,Japan,2005,Movie,The Summer of the Ubume,5610
30328,Japan,1963,Movie,The Sunshine Girl,30733
30329,Japan,1955,Movie,The Tattered Wings,13970
30330,Japan,1980,Movie,The Terrible Couple,43321
30331,Japan,1956,Movie,The Thick-Walled Room,7815
30332,Japan,1966,Movie,The Threat,40776
30333,Japan,2014,Movie,The Voice of Water,11224
30334,Japan,1944,Movie,The Way of Drama,28996
30335,Japan,1967,Movie,The Wife of Seishu Hanaoka,31585
30337,Japan,1963,Movie,Third Shadow Warrior,36940
30338,Japan,1962,Movie,This Year's Love,35275
30339,Japan,2012,Movie,Three Steps Behind You,26302
30340,Japan,1959,Movie,Thus Another Day,34844
30341,Japan,1955,Movie,Till We Meet Again,26081
30342,Japan,1994,Movie,Tokarefu,43965
30343,Japan,1996,Movie,Tokiwa: The Manga Apartment,38171
30344,Japan,1990,Movie,Tokyo Heaven,36437
30345,Japan,2003,Drama,Tokyo Love Cinema,2559
30346,Japan,1965,Movie,Tokyo Olympiad,10854
30347,Japan,1963,Movie,Trampled Innocence,32629
30348,Japan,1940,Movie,Travelling Actors,38573
30349,Japan,1953,Movie,Tsuma,32913
30350,Japan,1938,Movie,Tsuruhachi and Tsurujiro,16611
30351,Japan,1938,Movie,Tsuzurikata Kyoshitsu,28726
30352,Japan,1955,Movie,Twilight Saloon,34799
30353,Japan,1967,Movie,Two Wives,43727
30354,Japan,2017,Movie,Umibe no Lear,18888
30355,Japan,1929,Movie,Undying Pearl,28344
30356,Japan,1957,Movie,Untamed,7825
30357,Japan,1969,Movie,Vixen,38931
30358,Japan,1998,Movie,Wait and See,19351
30359,Japan,1957,Movie,Warm Current,29166
30360,Japan,1970,Movie,Where Spring Comes Late,13952
30361,Japan,1950,Movie,White Beast,33339
30364,Japan,1953,Movie,Wild Geese,33996
30365,Japan,1999,Movie,Will to Live,19363
30366,Japan,1958,Movie,"Wind, Woman and Wanderer",40435
30367,Japan,1975,Movie,Wolf Guy,20188
30368,Japan,1964,Movie,"Wolves, Pigs & Men",34253
30369,Japan,1987,Movie,Woman in Black,21141
30370,Japan,1962,Movie,Woman of Design,39239
30371,Japan,1986,Movie,Women Who Do Not Divorce,36612
30372,Japan,2020,Movie,Wonderful Paradise,37665
30373,Japan,2005,Movie,World's End / Girlfriend,16560
30375,Japan,1994,Movie,Yakuza Taxi,17738
30376,Japan,2019,Movie,Yan,33994
